                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    134,                0.55566,                0.47438,                 1.0739,                0.72267,                0.73996,                 0.7616,                0.60698,                0.78603,                0.79544,                 1.2897,              0.0073864,              0.0073864,              0.0073864
                    135,                0.53658,                0.45461,                 1.0669,                0.73912,                0.72372,                0.75802,                0.60511,                0.78593,                0.80466,                 1.3019,              0.0073666,              0.0073666,              0.0073666
                    136,                0.54416,                0.46551,                 1.0731,                0.73874,                0.71984,                0.75609,                0.60413,                0.78134,                0.79744,                 1.2956,              0.0073468,              0.0073468,              0.0073468
                    137,                 0.5357,                0.45831,                 1.0644,                0.75638,                0.71168,                0.76381,                0.60657,                0.79171,                0.77104,                 1.3051,               0.007327,               0.007327,               0.007327
                    138,                0.53893,                0.45463,                 1.0619,                0.76022,                0.72836,                0.77602,                  0.617,                0.78681,                0.76271,                 1.2976,              0.0073072,              0.0073072,              0.0073072
                    139,                0.53021,                  0.455,                 1.0637,                0.77003,                0.71099,                0.77275,                0.61372,                0.78773,                0.76619,                 1.2957,              0.0072874,              0.0072874,              0.0072874
                    140,                0.53589,                0.45439,                 1.0567,                0.76866,                0.70272,                0.77384,                0.61567,                0.78991,                0.77167,                 1.3049,              0.0072676,              0.0072676,              0.0072676
                    141,                0.52572,                0.45257,                 1.0564,                0.75845,                0.71629,                0.76923,                0.61385,                0.79204,                0.77056,                 1.3074,              0.0072478,              0.0072478,              0.0072478
                    142,                0.52943,                0.45065,                 1.0479,                0.74818,                0.72487,                0.76438,                0.60878,                0.78895,                 0.7849,                 1.2978,               0.007228,               0.007228,               0.007228
                    143,                0.51833,                0.44907,                 1.0477,                0.76306,                0.71017,                0.76357,                0.60861,                0.78838,                0.78814,                  1.308,              0.0072082,              0.0072082,              0.0072082
                    144,                0.52575,                 0.4461,                  1.062,                 0.7864,                0.68083,                0.75537,                0.60523,                0.78564,                0.80055,                 1.3009,              0.0071884,              0.0071884,              0.0071884
                    145,                0.52419,                0.44837,                 1.0488,                 0.7464,                 0.7337,                0.76783,                0.61545,                0.78931,                0.78586,                  1.304,              0.0071686,              0.0071686,              0.0071686
