                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    131,                0.55152,                0.55704,                 1.0193,                0.55139,                0.74309,                0.65549,                0.50298,                0.68337,                0.92728,                 1.0871,             0.00082723,             0.00082723,             0.00082723
                    132,                0.55315,                0.55086,                 1.0155,                 0.6142,                0.67631,                0.63091,                0.48773,                0.71492,                  1.335,                 1.1096,             0.00082503,             0.00082503,             0.00082503
                    133,                0.54659,                0.54357,                  1.007,                0.55185,                0.65117,                0.61673,                 0.4828,                0.66399,                 1.1721,                 1.0522,             0.00082283,             0.00082283,             0.00082283
                    134,                0.55048,                0.55957,                 1.0199,                0.74507,                0.48922,                0.57047,                0.46578,                0.71465,                 1.1366,                 1.1195,             0.00082063,             0.00082063,             0.00082063
                    135,                0.55063,                 0.5712,                 1.0116,                0.67151,                0.68482,                0.70071,                0.56686,                0.67935,                 1.6257,                 1.0706,             0.00081843,             0.00081843,             0.00081843
                    136,                0.55544,                0.53541,                 1.0255,                0.60844,                  0.708,                0.67181,                0.52203,                0.68488,                0.97503,                 1.0695,             0.00081623,             0.00081623,             0.00081623
                    137,                0.53878,                0.52192,                 1.0067,                 0.5982,                 0.6453,                0.66222,                0.51083,                0.63373,                  1.713,                 1.0307,             0.00081403,             0.00081403,             0.00081403
                    138,                 0.5522,                0.53876,                 1.0054,                0.52557,                0.69576,                0.56726,                0.46972,                0.67906,                 1.5776,                 1.0777,             0.00081183,             0.00081183,             0.00081183
                    139,                0.53874,                0.54334,                 1.0108,                0.61488,                0.64392,                0.58239,                0.46298,                 0.7087,                 1.9524,                 1.1188,             0.00080963,             0.00080963,             0.00080963
                    140,                 0.5724,                0.54126,                 1.0182,                0.68681,                0.51544,                0.55922,                 0.4611,                0.66847,                 1.6709,                  1.057,             0.00080743,             0.00080743,             0.00080743
                    141,                0.54186,                  0.549,                 1.0123,                0.58546,                0.64685,                0.61575,                0.49558,                 0.6692,                 1.7076,                 1.0633,             0.00080523,             0.00080523,             0.00080523
                    142,                0.54324,                0.54102,                 1.0108,                0.55489,                0.65406,                0.62529,                0.50559,                0.66625,                 1.1784,                 1.0801,             0.00080303,             0.00080303,             0.00080303
                    143,                0.53517,                0.52172,                 1.0099,                 0.6677,                0.59012,                0.66189,                0.52944,                0.67054,                  1.244,                 1.0907,             0.00080083,             0.00080083,             0.00080083
                    144,                0.52827,                0.50674,                 1.0066,                0.66371,                0.57474,                0.61269,                0.50319,                0.66185,                 1.4035,                 1.0541,             0.00079863,             0.00079863,             0.00079863
                    145,                0.53913,                0.52406,                0.99974,                0.79538,                0.56229,                0.59406,                0.48227,                0.65414,                 1.1864,                 1.0488,             0.00079643,             0.00079643,             0.00079643
                    146,                0.54085,                0.53287,                 1.0012,                0.55402,                0.53814,                0.58444,                0.47066,                 0.6544,                 1.5038,                 1.0504,             0.00079423,             0.00079423,             0.00079423
                    147,                0.53665,                 0.5241,                 1.0054,                0.58794,                0.51894,                0.60206,                0.47258,                 0.6914,                  1.111,                 1.0763,             0.00079203,             0.00079203,             0.00079203
                    148,                0.53663,                 0.5211,                 1.0063,                0.56818,                0.68075,                0.66963,                0.50614,                0.68197,                 1.4703,                 1.0661,             0.00078983,             0.00078983,             0.00078983
